Entry Date,Entry Price,Exit Date,Exit Price,Profit,Profit %,Win,Date,Symbol,Volume,Trades,Deliverable Volume,DeiiveryToTrade,VolumeToTrade,TradeDel2VolDiff,Z-ScoreDelVolume_IMP,VolumeZscore_IMP,TradesZscore_IMP,FuturePremium_IMP,Z-ScoreDelVolume,VolumeZscore,TradesZscore,Del2Trade,Vol2Trade,NetDel2Vol,NetDel2Vol_IMP,ClosePriceDiff,Supply_Demand_Strength,DeiiveryToTrade_IMP,VolumeToTrade_IMP,TradeDel2VolDiff_IMP,Rolling_TWPC_Vol,CLOSE,Close_Diff,Close_Future,Fut2Close%Change,FuturePremium,Fluc-Zscore,MWPL_Diff,Change in OI,MWPLDiffZscore,Prev Close,Open,High,Low,vwap,Open Interest,Expiry,MWPL,Position,BuyingPressure,SellingPressure,fluctuates,CandleSwipe,SwipePercent,SwipeType,CandleType,Return,Change,Supply_Demand_Strength.1,VWAP_12,VWAP_26,VWAP_Diff_Rate_Change,Per_Trade_Volume_to_Price,VolPerTrade_ROC,Histogram_VWAP,MACD_VWAP,SignalLine_VWAP,Histogram_VWAP_Close,MACD_Signal,MACD_Signal_Close,MACD_VWAP_Close,SignalLine_VWAP_Close,EWMA20BUYPRE,EWMA50BUYPRE,BUYSIGNAL,EWMA20SELLPRE,EWMA50SELLPRE,SELLSIGNAL,Price Change,Log(Volume),Price Movement with Volume,VTR,PCVR,CSI,EWMA20_VolPerTrade,EWMA50_VolPerTrade,VolPerTradeSIGNAL,Total Trades,Winning Trades,Losing Trades,Win Probability %
2010-03-17,329.9,2010-03-29,324.3,-5.599999999999966,-1.6974840860866827,False,2010-03-17,BAJAJFINSV,444100,,415494,219.7,1028.57,368.17,Very High,High,,,0.66,-0.07,-0.79,-83.54,8.86,-92.4,Low,-0.65,Neutral,Very High,Very High,Very High,,329.9,,,,,-0.69,,,0.0,330.55,330.45,333.7,328.1,330.04,,,,,1.8,3.8,5.6,False,0.0,,Bearish,-0.0019683555450509,-0.6500000000000341,Neutral,337.6282425219897,337.66435584880327,-2.37,,,-2.27,-0.04,2.23,-0.77,Sell,Sell,-1.6800000000000068,-0.91,2.62,3.92,False,4.89,6.84,False,-0.6500000000000341,13.003805041280192,-8.452473276832569,,-1.463634316595438e-06,,,,False,99,75,24,75.75757575757575
2011-06-27,522.25,2011-07-06,518.85,-3.3999999999999773,-0.6510292005744333,False,2011-06-27,BAJAJFINSV,516489,14882.0,209828,816.67,4400.0,438.77,Very High,High,Medium,,0.06,0.01,-0.43,-13.95,-2.33,-11.62,Medium,15.95,Neutral,Very High,Very High,Very High,520.62,522.25,,,,,-0.47,,,0.0,506.3,499.8,540.0,499.6,521.74,,,,,22.65,17.75,40.4,False,0.0,NoSwipe,Bullish,0.0310170214608112,15.949999999999989,Neutral,534.4871508757541,537.7813793206501,-11.8,0.86,17.81,-11.31,-3.29,8.02,-4.37,Sell,Sell,-1.5799999999999272,2.79,18.39,10.55,True,13.6,14.54,False,15.949999999999989,13.1548092701224,209.81920785845213,34.705617524526275,3.088158702315052e-05,0.0140988582084701,1.15,1.25,False,99,75,24,75.75757575757575
2011-09-16,566.3,2011-09-27,535.05,-31.25,-5.518276531873566,False,2011-09-16,BAJAJFINSV,478976,12648.0,238625,442.86,1500.0,238.71,Very High,High,Medium,,0.14,-0.03,-0.48,-29.17,6.25,-35.42,Low,24.6,Neutral,Very High,Very High,Very High,561.18,566.3,,,,,-0.53,,,0.0,541.7,546.4,574.0,543.25,560.62,,,,,23.05,7.7,30.75,False,0.0,NoSwipe,Bullish,0.0444116304559054,24.59999999999991,Neutral,558.4803045277235,555.7349208306107,-0.93,1.23,-30.11,0.45,2.75,2.3,2.17,Buy,Buy,10.190000000000056,8.02,13.26,11.35,True,11.66,18.05,False,24.59999999999991,13.079405770753652,321.75338196053866,37.8697027197976,5.135956707642953e-05,0.0254390719450141,1.36,1.17,True,99,75,24,75.75757575757575
2013-02-27,844.85,2013-03-08,810.35,-34.5,-4.083565129904717,False,2013-02-27,BAJAJFINSV,584606,5266.0,544469,164.08,760.0,363.19,Very High,Very High,Medium,,1.03,0.1,-0.66,-156.06,-15.15,-140.91,Low,1.7,Neutral,Very High,Very High,Very High,845.87,844.85,,,,,-0.59,,,0.0,843.15,850.0,857.5,835.25,850.01,,,,,9.6,12.65,22.25,True,0.1,BothHighLowSwipe,Bearish,0.0020142186904648,1.7000000000000457,Neutral,820.4718613787784,827.2225888025728,8.03,4.99,531.65,13.25,-6.75,-20.0,8.45,Buy,Buy,-6.269999999999982,-14.72,10.45,12.85,False,15.22,16.73,False,1.7000000000000457,13.2786933950346,22.57377877155942,111.01519179642992,2.9079414169544025e-06,0.0042867031468969,2.08,1.37,True,99,75,24,75.75757575757575
2016-11-07,3141.45,2016-11-17,2918.15,-223.29999999999973,-7.108182527176932,False,2016-11-07,BAJAJFINSV,338349,37847.0,235010,7.69,160.0,1980.62,Very High,High,High,,0.13,-0.2,0.12,108.33,-166.67,275.0,Very High,-55.25,Neutral,Low,Very High,Very High,3181.18,3141.45,,,,,0.33,,,0.0,3196.7,3248.0,3287.0,3115.1,3208.5,,,,,26.35,145.55,171.9,False,0.0,NoSwipe,Bearish,-0.0174345509310533,-55.25,Neutral,3298.460280054104,3249.170069604644,-20.38,0.05,25.0,-11.09,49.29,60.38,-24.48,Sell,Sell,44.31999999999971,68.8,24.27,43.9,False,126.25,77.59,True,-55.25,12.731833186136573,-703.4337835340456,8.939915977488308,-0.0001632929312632,-0.0185862494658505,0.07,0.09,False,99,75,24,75.75757575757575
2022-11-16,1685.65,2022-11-25,1633.7,-51.950000000000045,-3.0818971909945745,False,2022-11-16,BAJAJFINSV,2040699,80772.0,579310,0.88,38.83,4312.5,Very High,Very High,Very High,Medium,1.14,1.88,1.15,99.13,163.48,-64.35,Low,-22.85,Strong Supply,Low,High,Very High,1691.72,1685.65,-27.09999999999991,1691.45,-0.24,5.7999999999999545,-0.48,-0.7,34500.0,-0.68,1708.5,1713.7,1714.5,1675.0,1688.61,6236500.0,2022-11-24,82.75,ShortBuildUp,10.65,28.85,39.5,False,0.0,NoSwipe,Bearish,-0.0134645464773042,-22.84999999999991,Strong Supply,1734.906074211589,1712.309964115706,3.86,0.64,-24.71,12.63,22.6,9.97,80.84,Buy,Buy,-174.54999999999995,-255.39,11.2,20.53,False,26.47,26.18,True,-22.84999999999991,14.528802954189125,-331.9831475032201,25.264930916654286,-1.1197143723792636e-05,-0.004110126621889,0.77,0.81,False,99,75,24,75.75757575757575
2023-01-05,1468.85,2023-01-16,1383.9,-84.94999999999982,-5.7834360213772555,False,2023-01-05,BAJAJFINSV,5979381,250364.0,2088111,5.96,22.47,277.01,Very High,Very High,Very High,High,5.54,6.72,5.21,106.33,128.98,-22.64999999999999,Medium,-79.0,Strong Supply,Low,Low,Very High,1490.52,1468.85,-82.20000000000005,1481.5,-0.1600000000000001,12.650000000000093,-0.15,-3.11,121500.0,-3.03,1547.85,1548.0,1548.0,1454.7,1476.07,360500.0,2023-02-23,80.86,ShortBuildUp,14.15,79.15,93.3,False,0.0,NoSwipe,Bearish,-0.0523870895486666,-79.0,Strong Supply,1527.189885720703,1567.858044842495,0.48,0.26,-70.45,-3.13,-40.67,-37.54,3.4,Sell,Buy,-42.5,-45.9,13.9,16.13,False,46.99,26.09,True,-79.0,15.603827608863424,-1232.7023811002105,23.88275071495902,-1.3212069945032772e-05,-0.0049236407035364,0.74,0.85,False,99,75,24,75.75757575757575
2023-02-22,1360.95,2023-03-03,1355.35,-5.600000000000136,-0.41147727690217395,False,2023-02-22,BAJAJFINSV,1402505,74603.0,528443,1.01,9.09,800.0,Very High,Very High,Very High,Low,0.99,1.1,1.0,99.0,110.0,-11.0,High,-33.35,Strong Supply,Low,Low,Very High,1369.65,1360.95,-34.25,1359.05,-0.0699999999999998,-1.900000000000091,-0.5,0.3,-2202500.0,0.3,1394.3,1389.9,1392.0,1356.0,1367.99,2493500.0,2023-02-23,81.12,LongUnwinding,4.95,31.05,36.0,False,0.0,NoSwipe,Bearish,-0.0242095119172276,-33.34999999999991,Strong Supply,1393.7235261531307,1352.7681174757815,4.88,0.52,-60.0,36.58,40.96,4.38,8.49,Buy,Buy,-5.309999999999945,-13.8,5.56,14.77,False,23.24,17.07,True,-33.34999999999991,14.15377048143502,-472.0282455558567,18.799579105397907,-2.377888135871167e-05,-0.0063272019296255,0.94,0.94,False,99,75,24,75.75757575757575
2023-08-10,1519.4,2023-08-22,1467.8,-51.600000000000136,-3.3960773989732878,False,2023-08-10,BAJAJFINSV,900666,50545.0,329363,2.44,14.29,485.66,Very High,Very High,High,Medium,0.41,0.49,0.42,97.62,116.67,-19.05,Medium,2.8,Strong Demand,Low,Low,Very High,1518.08,1519.4,3.5,1526.1,0.05,6.699999999999818,-0.57,,-104000.0,0.0,1516.6,1512.55,1529.75,1505.1,1518.78,9624000.0,2023-08-31,,ShortCovering,14.3,10.35,24.65,False,0.0,,Bullish,0.0018445328022869,2.800000000000182,Strong Demand,1557.845195878984,1585.6760039179535,-3.62,0.72,-15.29,-18.84,-27.83,-8.99,-13.61,Sell,Sell,-15.299999999999956,-1.69,15.23,15.67,False,10.94,17.68,False,2.800000000000182,13.710889768641447,38.39049135219855,17.81909189830844,3.1088105912737706e-06,0.0007595309398001,0.73,0.68,True,99,75,24,75.75757575757575
2023-09-25,1577.4,2023-10-05,1542.55,-34.850000000000136,-2.2093318118422807,False,2023-09-25,BAJAJFINSV,2962182,121028.0,948675,4.52,30.13,566.59,Very High,Very High,Very High,Low,2.21,3.02,2.11,104.74,143.13,-38.39,Low,33.7,Strong Demand,Low,Medium,Very High,1571.7,1577.4,33.90000000000009,1577.0,0.02,-0.4000000000000909,-0.45,-0.11,-1886000.0,-0.1,1543.7,1549.7,1591.0,1546.7,1579.75,7106000.0,2023-09-28,79.5,ShortCovering,30.7,13.6,44.3,False,0.0,NoSwipe,Bullish,0.0215957897760947,33.700000000000045,Strong Demand,1547.8412462934225,1520.3929260955606,-0.1,0.55,-30.38,6.1,27.45,21.35,4.37,Buy,Buy,10.400000000000093,6.03,23.29,15.63,True,13.63,13.89,False,33.700000000000045,14.901436716891832,502.1784173592554,24.47517929735268,1.137674862651925e-05,0.0041492746914702,0.66,0.75,False,99,75,24,75.75757575757575
2023-10-17,1657.65,2023-10-27,1566.4,-91.25,-5.504780864476819,False,2023-10-17,BAJAJFINSV,1689224,78047.0,569428,2.7,25.52,845.19,Very High,Very High,Very High,Low,1.11,1.45,1.08,102.78,134.26,-31.47999999999999,Low,15.3,Strong Demand,Low,Medium,Very High,1659.98,1657.65,13.549999999999956,1659.95,-0.1100000000000001,2.2999999999999545,-0.53,-1.23,2500.0,-1.2,1642.35,1649.9,1676.75,1645.55,1658.65,9492000.0,2023-10-26,79.05,LongBuildUp,12.1,19.1,31.2,False,0.0,NoSwipe,Bullish,0.0092727937153576,15.300000000000182,Strong Demand,1605.352599880397,1577.715180924879,2.62,0.69,-23.33,5.27,27.64,22.37,7.64,Buy,Buy,30.819999999999936,23.18,13.95,17.57,False,12.88,11.39,True,15.300000000000182,14.339779809850064,219.3986310907086,21.64367624636437,9.057413344825898e-06,0.0028111090892758,0.78,0.78,False,99,75,24,75.75757575757575
2024-01-15,1632.4,2024-01-24,1620.85,-11.550000000000182,-0.7075471698113319,False,2024-01-15,BAJAJFINSV,1089891,76156.0,582090,8.77,44.44,406.73,Very High,Very High,Very High,Medium,1.14,0.72,1.04,109.62,69.23,40.39,Very High,-19.5,Strong Supply,Low,High,Very High,1642.2,1632.4,-19.90000000000009,1637.35,-0.02,4.949999999999818,-0.51,-1.12,136500.0,-1.09,1651.9,1655.0,1664.15,1630.05,1639.0,9259500.0,2024-01-25,78.2,ShortBuildUp,2.35,31.75,34.1,False,0.0,NoSwipe,Bearish,-0.0118748160294446,-19.5,Strong Supply,1683.1835899606026,1691.5000776112677,-1.26,0.42,0.0,-2.97,-8.32,-5.35,-7.43,Sell,Sell,-2.019999999999982,5.41,6.14,10.38,False,28.3,22.88,True,-19.5,13.901588249204991,-271.08097085949737,14.311295236094333,-1.7891697426623396e-05,-0.0035595484381991,0.42,0.47,False,99,75,24,75.75757575757575
2024-03-04,1619.3,2024-03-14,1563.7,-55.59999999999991,-3.4335824121533944,False,2024-03-04,BAJAJFINSV,589948,66919.0,328721,105.0,720.0,585.71,Very High,Very High,Very High,High,0.4,0.1,0.82,48.78,12.2,36.58,Very High,9.15,Strong Demand,High,Very High,Very High,1615.87,1619.3,7.0499999999999545,1629.6,-0.1399999999999999,10.299999999999956,-0.59,-0.28,-33000.0,-0.27,1610.15,1616.0,1625.0,1603.3,1612.62,9341000.0,2024-03-28,85.08,ShortCovering,16.0,5.7,21.7,False,0.0,NoSwipe,Bullish,0.0056666147388941,9.149999999999864,Strong Demand,1602.1153421520778,1600.8161252569823,3.4,0.41,-67.97,8.02,1.3,-6.72,4.72,Buy,Buy,-1.6199999999998909,-6.34,13.57,13.95,False,7.1,12.55,False,9.149999999999864,13.287789676404511,121.58327553909947,8.815852000179321,1.550984154535631e-05,0.0018168722715387,0.64,0.59,True,99,75,24,75.75757575757575
2024-04-12,1698.65,2024-04-24,1630.35,-68.30000000000018,-4.020840078886185,False,2024-04-12,BAJAJFINSV,1312132,86806.0,656967,5.15,30.3,488.35,Very High,Very High,Very High,Low,1.36,0.99,1.29,105.43,76.74,28.69000000000001,Very High,-5.45,Strong Supply,Low,Medium,Very High,1698.13,1698.65,-6.099999999999909,1699.95,-0.0399999999999999,1.2999999999999543,-0.62,0.18,-144000.0,0.18,1704.1,1700.0,1706.2,1689.55,1698.12,9576000.0,2024-04-25,82.19,LongUnwinding,9.1,7.55,16.65,True,0.38,CandleLowSwipe,Bearish,-0.0032032941945461,-5.449999999999818,Strong Supply,1652.5841377105476,1617.9078259976363,4.64,0.91,28.17,13.59,34.68,21.09,10.11,Buy,Buy,28.1099999999999,18.0,11.19,16.14,False,10.08,12.6,False,-5.449999999999818,14.087163853181448,-76.77504299983633,15.115683247701773,-4.153545527431553e-06,-0.000884443967005,0.85,0.75,True,99,75,24,75.75757575757575
2024-05-08,1603.05,2024-05-17,1584.75,-18.299999999999955,-1.1415738748011575,False,2024-05-08,BAJAJFINSV,802342,62088.0,407658,11.11,94.44,750.05,Very High,Very High,Very High,High,0.63,0.36,0.7,90.0,51.43,38.57,Very High,-12.1,Strong Supply,Low,Very High,Very High,1607.27,1603.05,-11.899999999999864,1613.4,0.02,10.350000000000136,-0.59,-0.25,33000.0,-0.24,1615.15,1601.0,1620.0,1598.75,1608.38,9624500.0,2024-05-30,78.58,ShortBuildUp,4.3,16.95,21.25,False,0.0,,Bullish,-0.0075197669616962,-12.100000000000136,Strong Supply,1626.400201740096,1639.834473654683,-0.27,0.61,24.49,-8.93,-13.43,-4.5,-3.98,Sell,Sell,-4.319999999999936,-0.34,9.56,14.15,False,21.62,26.68,False,-12.100000000000136,13.595290229866762,-164.5030117813897,12.922658162607911,-1.5080850809256074e-05,-0.0026495137833621,0.51,0.5,True,99,75,24,75.75757575757575
2024-05-23,1608.45,2024-06-03,1575.8,-32.65000000000009,-2.0299045665081348,False,2024-05-23,BAJAJFINSV,1547483,100098.0,756306,2.42,25.78,965.29,Very High,Very High,Very High,Medium,1.65,1.28,1.61,102.48,79.5,22.980000000000004,Very High,24.5,Strong Demand,Low,Medium,Very High,1600.98,1608.45,25.200000000000045,1612.9,0.04,4.4500000000000455,-0.53,0.96,-558000.0,0.94,1583.95,1587.1,1613.25,1581.25,1599.83,8506500.0,2024-05-30,79.41,ShortCovering,27.2,4.8,32.0,False,0.0,NoSwipe,Bullish,0.015349255114665,24.5,Strong Demand,1585.9478469924716,1614.009362680508,0.78,0.48,-50.52,-8.32,-28.06,-19.74,1.4,Sell,Buy,-8.980000000000018,-10.38,18.76,14.43,True,7.05,14.12,False,24.5,14.252140298020128,349.1774373014932,15.459679514076203,1.5832160999506943e-05,0.0034883557843462,0.59,0.53,True,99,75,24,75.75757575757575
2024-08-01,1634.8,2024-08-12,1559.0,-75.79999999999995,-4.636652801565938,False,2024-08-01,BAJAJFINSV,747329,57340.0,387503,1.72,96.67,5520.35,Very High,Very High,Very High,Medium,0.58,0.3,0.59,98.31,50.85,47.46,Very High,-16.85,Strong Supply,Low,Very High,Very High,1641.27,1634.8,-16.84999999999991,1642.25,0.0,7.450000000000045,-0.54,-0.48,150500.0,-0.47,1651.65,1655.0,1659.0,1630.0,1642.86,13883500.0,2024-08-29,77.52,ShortBuildUp,4.8,24.2,29.0,True,0.17,CandleHighSwipe,Bearish,-0.0102543155375878,-16.850000000000136,Strong Supply,1614.499228984439,1602.4444385016316,0.79,0.45,-59.09,2.37,12.05,9.68,3.24,Buy,Buy,11.400000000000093,8.16,15.02,18.27,False,17.94,15.24,True,-16.850000000000136,13.524260795535032,-227.88379440476712,13.033292640390652,-2.2546963920843613e-05,-0.003974255221569,0.66,0.71,False,99,75,24,75.75757575757575
2024-10-01,1975.25,2024-10-11,1876.4,-98.84999999999991,-5.004429819010247,False,2024-10-01,BAJAJFINSV,1326900,80488.0,588046,1.72,12.87,648.26,Very High,Very High,Very High,High,1.16,1.01,1.14,101.75,88.6,13.150000000000006,Very High,1.85,Strong Supply,Low,Low,Very High,1983.8,1975.25,-0.25,1989.35,-0.0999999999999999,14.099999999999907,-0.49,-0.99,-260000.0,-0.96,1973.4,1973.0,2007.1,1969.05,1984.94,12155500.0,2024-10-31,77.61,LongUnwinding,6.2,31.85,38.05,False,0.0,,Bullish,0.0009370291797763,1.849999999999909,Strong Supply,1924.1191972506515,1855.071611618985,-1.63,0.43,43.33,-2.81,69.05,71.86,1.95,Sell,Buy,67.56999999999994,65.62,14.59,24.57,False,30.88,21.94,True,1.849999999999909,14.098355952524528,26.08195851216909,16.48568730742471,1.394227145979282e-06,0.0003240477898838,0.43,0.47,False,99,75,24,75.75757575757575
2024-10-04,1884.55,2024-10-15,1853.95,-30.59999999999991,-1.6237298028707072,False,2024-10-04,BAJAJFINSV,2423416,117523.0,862883,3.57,13.62,281.51,Very High,Very High,Very High,High,1.96,2.35,2.03,96.55,115.76,-19.210000000000008,Medium,-28.85,Strong Supply,Low,Low,Very High,1894.93,1884.55,-32.149999999999864,1895.95,-0.1599999999999999,11.400000000000093,-0.3,-0.66,152500.0,-0.64,1913.4,1913.3,1935.0,1865.25,1896.07,11980000.0,2024-10-31,76.2,ShortBuildUp,19.3,50.45,69.75,False,0.0,NoSwipe,Bearish,-0.015192698652183,-28.850000000000136,Strong Supply,1933.019369889028,1870.871577088118,-1.94,0.3,30.43,-6.53,62.15,68.68,-9.36,Sell,Sell,53.00999999999999,62.37,17.52,23.46,False,47.11,30.26,True,-28.850000000000136,14.700688673052062,-424.114868217554,20.620780613156573,-1.1904683306539257e-05,-0.0036087818402998,0.34,0.41,False,99,75,24,75.75757575757575
2024-10-07,1879.3,2024-10-16,1862.05,-17.25,-0.917894960889693,False,2024-10-07,BAJAJFINSV,1423722,93128.0,659762,5.11,27.43,436.79,Very High,Very High,Very High,High,1.37,1.13,1.44,95.14,78.47,16.67,Very High,-5.25,Strong Supply,Low,Medium,Very High,1883.23,1879.3,-2.25,1893.7,0.16,14.400000000000093,-0.52,-0.18,97500.0,-0.17,1884.55,1884.55,1901.6,1868.8,1883.42,12077500.0,2024-10-31,76.02,ShortBuildUp,10.5,22.3,32.8,False,0.0,,Bearish,-0.0027896985293294,-5.25,Strong Supply,1936.996845838613,1881.9083653584937,-7.06,0.47,56.67,-10.87,55.09,65.96,-13.38,Sell,Sell,45.65000000000009,59.03,14.01,22.28,False,34.7,29.12,True,-5.25,14.16878512717613,-74.38612191767469,15.287797440082468,-3.687517647405884e-06,-0.00079875141652,0.39,0.42,False,99,75,24,75.75757575757575
2024-10-11,1876.4,2024-10-22,1722.6,-153.80000000000018,-8.196546578554688,False,2024-10-11,BAJAJFINSV,516757,49420.0,230248,233.33,3900.0,1571.45,Very High,High,High,Medium,0.12,0.01,0.4,30.0,2.5,27.5,Very High,0.7,Strong Demand,Very High,Very High,Very High,1871.77,1876.4,0.2999999999999545,1880.5,-0.02,4.099999999999909,-0.55,-0.21,-136500.0,-0.2,1875.7,1875.95,1883.8,1855.1,1872.23,11313500.0,2024-10-31,73.95,ShortCovering,21.3,7.85,28.7,False,0.0,NoSwipe,Doji,0.0003731243880071,0.7000000000000455,Strong Demand,1933.6210308760435,1897.48914430029,-1.31,0.36,-36.84,-14.55,36.13,50.68,-17.59,Sell,Sell,23.019999999999985,40.61,19.69,21.16,False,14.4,24.84,False,0.7000000000000455,13.15532802365449,9.208729616558742,10.456434641845409,1.3546018728339346e-06,0.0001863360909866,0.41,0.42,False,99,75,24,75.75757575757575
2024-10-14,1867.2,2024-10-23,1739.7,-127.5,-6.82840616966581,False,2024-10-14,BAJAJFINSV,809881,63549.0,466309,9.88,97.3,884.82,Very High,Very High,Very High,Medium,0.81,0.37,0.73,110.96,50.68,60.28,Very High,-9.2,Strong Supply,Low,Very High,Very High,1871.62,1867.2,-4.099999999999909,1876.4,0.27,9.200000000000044,-0.58,0.0,-47500.0,0.0,1876.4,1885.1,1885.1,1862.55,1870.08,11266000.0,2024-10-31,73.95,LongUnwinding,4.65,17.9,22.55,True,0.07,CandleOpenHighSwipe,Bearish,-0.0049150649220113,-9.200000000000044,Strong Supply,1931.709032198111,1898.044262484089,-2.47,0.57,58.33,-13.61,33.66,47.27,-17.0,Sell,Sell,19.3599999999999,36.36,12.17,19.66,False,16.15,23.85,False,-9.200000000000044,13.604642602275517,-125.16271194093537,12.74419739098963,-1.1359693584613104e-05,-0.0019695465222259,0.46,0.44,True,99,75,24,75.75757575757575
2024-10-16,1862.05,2024-10-25,1707.4,-154.64999999999986,-8.305362369431533,False,2024-10-16,BAJAJFINSV,850008,57386.0,414384,9.23,40.48,338.57,Very High,Very High,Very High,Medium,0.65,0.42,0.59,110.17,71.19,38.98,Very High,8.1,Strong Demand,Low,High,Very High,1860.1,1862.05,3.25,1865.7,-0.27,3.650000000000091,-0.58,0.34,-342500.0,0.33,1853.95,1855.0,1871.0,1847.25,1860.06,10658500.0,2024-10-31,73.88,ShortCovering,14.8,8.95,23.75,False,0.0,,Bullish,0.004359533277034,8.099999999999909,Strong Demand,1899.1910088826755,1899.302836710324,-21.58,0.62,37.78,-33.78,-0.11,33.67,-15.77,Sell,Sell,12.419999999999844,28.19,13.43,18.58,False,18.96,23.92,False,8.099999999999909,13.653001040186917,110.58930842551275,14.812114453002474,9.52932207696858e-06,0.0019271130314974,0.51,0.47,True,99,75,24,75.75757575757575
2024-11-13,1664.45,2024-11-26,1594.4,-70.04999999999995,-4.208597434587999,False,2024-11-13,BAJAJFINSV,668302,63477.0,350116,55.32,265.0,379.03,Very High,Very High,Very High,Medium,0.47,0.2,0.73,64.38,27.4,36.98,Very High,-27.3,Strong Supply,High,Very High,Very High,1672.62,1664.45,-28.049999999999955,1670.0,-0.0399999999999998,5.5499999999999545,-0.49,-0.4,38000.0,-0.39,1691.75,1690.0,1695.95,1657.45,1673.68,10320000.0,2024-11-28,79.49,ShortBuildUp,7.0,31.5,38.5,False,0.0,NoSwipe,Bearish,-0.0162687575992022,-27.299999999999955,Strong Supply,1729.830492686119,1771.9591579373623,2.85,0.27,-3.57,16.88,-42.13,-59.01,-4.43,Buy,Sell,-34.27999999999997,-29.85,7.78,17.86,False,31.97,25.82,True,-27.299999999999955,13.412495446162646,-366.1611256802397,10.5282543283394,-4.084979545175677e-05,-0.0057684062838546,0.32,0.35,False,99,75,24,75.75757575757575
